-45,-40,0.0,681,620,561,695
-45,-35,0.0,679,574,490,606
-45,-30,0.0,690,594,515,635
-45,-25,0.0,694,599,524,644
-45,-20,0.0,695,604,535,655
-45,-15,0.0,696,608,546,667
-45,-10,0.0,695,610,554,673
-45,-5,0.0,694,611,559,679
-45,0,0.0,690,609,568,687
-45,5,0.0,686,608,572,690
-45,10,0.0,681,604,577,694
-45,15,0.0,672,597,581,698
-45,20,0.0,666,592,583,699
-45,25,0.0,656,584,582,701
-45,30,0.0,643,573,579,702
-45,35,0.0,631,563,575,700
-45,40,0.0,619,553,571,698
-45,45,0.0,597,536,556,692
-40,-45,0.0,584,524,548,687
-40,-40,0.0,668,561,472,589
-40,-35,0.0,681,583,493,615
-40,-30,0.0,688,595,507,633
-40,-25,0.0,692,601,520,645
-40,-20,0.0,694,605,530,654
-40,-15,0.0,695,610,543,667
-40,-10,0.0,695,610,551,673
-40,-5,0.0,694,612,556,678
-40,0,0.0,689,611,566,686
-40,5,0.0,687,608,571,690
-40,10,0.0,681,606,575,695
-40,15,0.0,674,599,580,699
-40,20,0.0,667,594,581,701
-40,25,0.0,657,586,582,702
-40,30,0.0,643,575,578,702
-40,35,0.0,630,565,574,701
-40,40,0.0,620,556,570,699
-40,45,0.0,598,537,558,693
-35,-45,0.0,584,526,548,689
-35,-40,0.0,666,561,467,587
-35,-35,0.0,679,583,490,615
-35,-30,0.0,687,594,506,632
-35,-25,0.0,691,601,517,643
-35,-20,0.0,693,606,528,654
-35,-15,0.0,694,611,539,666
-35,-10,0.0,694,613,548,673
-35,-5,0.0,693,614,554,678
-35,0,0.0,690,612,565,687
-35,5,0.0,686,611,569,691
-35,10,0.0,681,607,575,695
-35,15,0.0,673,602,578,699
-35,20,0.0,667,596,580,702
-35,25,0.0,656,587,581,703
-35,30,0.0,643,578,578,703
-35,35,0.0,631,568,573,702
-35,40,0.0,621,558,569,701
-35,45,0.0,600,540,557,696
-30,-45,0.0,584,527,546,690
