Timestamp,Panel Voltage,Panel Current,Panel Power,TR,TL,BR,BL,Pan,Tilt
2022-07-16 02:10:00.502226,1.01,0.6,0.0,842,873,788,757,0.0,-60.0
2022-07-16 02:10:00.600224,1.03,0.7,0.0,833,871,787,771,0.0,-60.0
2022-07-16 02:10:00.695226,1.06,0.7,0.0,815,867,788,788,0.0,-60.0
2022-07-16 02:10:00.792260,1.08,0.7,0.0,802,863,791,797,0.0,-60.0
2022-07-16 02:10:00.887227,1.08,0.7,0.0,799,862,793,798,0.0,-60.0
2022-07-16 02:10:00.985263,1.08,0.7,0.0,803,864,792,795,0.0,-60.0
2022-07-16 02:10:01.039226,1.08,0.7,0.0,805,864,790,794,0.0,-60.0
2022-07-16 02:10:01.096224,1.08,0.7,0.0,806,865,789,793,0.0,-60.0
2022-07-16 02:10:01.153259,1.08,0.6,0.0,806,865,788,794,0.0,-60.0
2022-07-16 02:10:01.207226,1.07,0.7,0.0,808,866,787,793,0.0,-60.0
2022-07-16 02:10:01.264226,1.07,0.6,0.0,812,867,786,790,0.0,-60.0
2022-07-16 02:10:01.321255,1.07,0.7,0.0,816,867,785,788,0.0,-60.0
2022-07-16 02:10:01.374226,1.07,0.6,0.0,816,868,784,786,0.0,-60.0
2022-07-16 02:10:01.432227,1.06,0.7,0.0,816,869,783,786,0.0,-60.0
2022-07-16 02:10:01.485259,1.07,0.7,0.0,817,870,781,787,0.0,-60.0
2022-07-16 02:10:01.542224,1.06,0.7,0.0,816,870,780,787,0.0,-60.0
2022-07-16 02:10:01.600427,1.06,0.6,0.0,817,870,780,788,0.0,-60.0
2022-07-16 02:10:01.653230,1.06,0.7,0.0,818,870,780,786,0.0,-60.0
2022-07-16 02:10:01.710225,1.06,0.6,0.0,820,871,779,785,0.0,-60.0
2022-07-16 02:10:01.767243,1.05,0.7,0.0,824,871,780,781,0.0,-60.0
2022-07-16 02:10:01.821227,1.05,0.7,0.0,825,871,780,780,0.0,-60.0
2022-07-16 02:10:01.878227,1.04,0.7,0.0,825,871,781,780,0.0,-60.0
2022-07-16 02:10:01.935227,1.04,0.6,0.0,825,871,781,781,0.0,-60.0
2022-07-16 02:10:01.989227,1.04,0.7,0.0,824,872,780,781,0.0,-60.0
2022-07-16 02:10:02.046226,1.04,0.7,0.0,824,872,780,782,0.0,-60.0
2022-07-16 02:10:02.103225,1.04,0.7,0.0,823,871,781,783,0.0,-60.0
2022-07-16 02:10:02.157225,1.04,0.7,0.0,822,871,781,783,0.0,-60.0
2022-07-16 02:10:02.214226,1.04,0.7,0.0,824,871,780,782,0.0,-60.0
2022-07-16 02:10:02.271261,1.04,0.6,0.0,825,872,781,780,0.0,-60.0
2022-07-16 02:10:02.325227,1.04,0.7,0.0,827,872,782,779,0.0,-60.0
2022-07-16 02:10:02.382226,1.03,0.6,0.0,827,871,783,778,0.0,-60.0
2022-07-16 02:10:02.439259,1.03,0.7,0.0,827,871,784,778,0.0,-60.0
2022-07-16 02:10:02.493226,1.03,0.7,0.0,828,872,783,777,0.0,-60.0
2022-07-16 02:10:02.550225,1.03,0.7,0.0,829,871,783,776,0.0,-60.0
2022-07-16 02:10:02.607226,1.03,0.7,0.0,828,871,783,777,0.0,-60.0
2022-07-16 02:10:02.660472,1.03,0.6,0.0,828,872,782,778,0.0,-60.0
2022-07-16 02:10:02.717474,1.02,0.6,0.0,828,872,781,778,0.0,-60.0
2022-07-16 02:10:02.771439,1.02,0.6,0.0,829,872,782,777,0.0,-60.0
2022-07-16 02:10:02.828440,1.02,0.6,0.0,831,873,782,775,0.0,-60.0
2022-07-16 02:10:02.885437,1.02,0.7,0.0,832,873,782,773,0.0,-60.0
2022-07-16 02:10:02.939439,1.02,0.6,0.0,832,873,782,773,0.0,-60.0
2022-07-16 02:10:02.996476,1.02,0.6,0.0,832,874,781,774,0.0,-60.0
2022-07-16 02:10:03.053476,1.02,0.7,0.0,832,873,781,774,0.0,-60.0
2022-07-16 02:10:03.107479,1.02,0.6,0.0,832,873,781,774,0.0,-60.0
2022-07-16 02:10:03.164478,1.02,0.6,0.0,831,874,780,775,0.0,-60.0
2022-07-16 02:10:03.221511,1.02,0.7,0.0,830,873,780,776,0.0,-60.0
2022-07-16 02:10:03.275477,1.02,0.7,0.0,829,874,779,777,0.0,-60.0
2022-07-16 02:10:03.332477,1.02,0.6,0.0,829,874,779,778,0.0,-60.0
2022-07-16 02:10:03.389515,1.02,0.6,0.0,829,874,779,777,0.0,-60.0
2022-07-16 02:10:03.443476,1.02,0.6,0.0,829,874,778,777,0.0,-60.0
2022-07-16 02:10:03.500478,1.02,0.7,0.0,828,875,777,778,0.0,-60.0
2022-07-16 02:10:03.557512,1.02,0.6,0.0,828,874,777,778,0.0,-60.0
2022-07-16 02:10:03.611476,1.02,0.6,0.0,827,874,777,779,0.0,-60.0
2022-07-16 02:10:03.668479,1.02,0.7,0.0,827,874,777,780,0.0,-60.0
2022-07-16 02:10:03.725476,1.02,0.6,0.0,826,874,776,781,0.0,-60.0
2022-07-16 02:10:03.819478,1.02,0.7,0.0,824,874,776,783,0.0,-60.0
2022-07-16 02:10:03.914479,1.02,0.6,0.0,825,875,775,781,0.0,-60.0
2022-07-16 02:10:04.012478,1.02,0.6,0.0,827,875,776,780,0.0,-60.0
2022-07-16 02:10:04.106514,1.01,0.6,0.0,827,875,775,780,0.0,-60.0
2022-07-16 02:10:04.204478,1.01,0.6,0.0,828,876,775,779,0.0,-60.0
2022-07-16 02:10:04.258478,1.0,0.6,0.0,829,875,776,778,0.0,-60.0
2022-07-16 02:10:04.315478,1.0,0.6,0.0,831,876,776,776,0.0,-60.0
2022-07-16 02:10:04.372478,0.99,0.6,0.0,832,877,775,775,0.0,-60.0
2022-07-16 02:10:04.426478,0.99,0.6,0.0,830,877,775,778,0.0,-60.0
2022-07-16 02:10:04.483476,0.99,0.6,0.0,827,876,774,782,0.0,-60.0
2022-07-16 02:10:04.540476,0.99,0.6,0.0,827,876,774,782,0.0,-60.0
2022-07-16 02:10:04.594479,0.99,0.6,0.0,829,876,774,780,0.0,-60.0
2022-07-16 02:10:04.650513,0.98,0.6,0.0,831,877,775,776,0.0,-60.0
2022-07-16 02:10:04.708476,0.98,0.6,0.0,833,877,775,774,0.0,-60.0
2022-07-16 02:10:04.761478,0.98,0.6,0.0,834,877,776,773,0.0,-60.0
