Timestamp,Panel Voltage,Panel Current,Panel Power,TR,TL,BR,BL,Pan,Tilt
2022-07-16 01:24:04.898948,1.4,0.9,2.0,661,714,850,754,0.0,-60.0
2022-07-16 01:24:05.049949,1.4,0.9,2.0,657,715,852,759,0.0,-61.5
2022-07-16 01:24:05.201950,1.4,0.9,2.0,660,0,847,752,0.0,-63.0
2022-07-16 01:24:05.410917,1.39,0.9,2.0,676,0,833,734,1.5,-64.5
2022-07-16 01:24:05.615949,1.39,0.9,2.0,683,0,823,733,3.0,-66.0
2022-07-16 01:24:05.824948,1.38,0.9,2.0,686,777,810,740,4.5,-67.5
2022-07-16 01:24:05.921949,1.38,0.9,2.0,695,781,807,736,4.5,-67.5
2022-07-16 01:24:06.016948,1.38,0.8,2.0,695,780,806,736,4.5,-67.5
2022-07-16 01:24:06.110951,1.38,0.8,2.0,698,766,806,734,4.5,-67.5
2022-07-16 01:24:06.208949,1.39,0.9,2.0,706,780,802,730,4.5,-67.5
2022-07-16 01:24:06.304095,1.4,0.9,2.0,699,763,800,734,4.5,-67.5
2022-07-16 01:24:06.361161,1.4,0.9,2.0,696,743,798,736,4.5,-67.5
2022-07-16 01:24:06.418160,1.41,0.9,2.0,694,757,795,737,4.5,-67.5
2022-07-16 01:24:06.472160,1.41,0.9,2.0,693,771,792,738,4.5,-67.5
2022-07-16 01:24:06.529138,1.41,0.9,2.0,692,781,791,741,4.5,-67.5
2022-07-16 01:24:06.586159,1.39,0.8,2.0,686,761,794,746,4.5,-67.5
2022-07-16 01:24:06.640160,1.4,0.9,2.0,681,764,792,749,4.5,-67.5
2022-07-16 01:24:06.697126,1.41,0.8,2.0,685,781,786,748,4.5,-67.5
2022-07-16 01:24:06.754125,1.42,0.8,2.0,694,786,780,744,4.5,-67.5
2022-07-16 01:24:06.807125,1.42,0.8,2.0,692,789,777,746,4.5,-67.5
2022-07-16 01:24:06.864159,1.43,0.9,2.0,681,783,774,751,4.5,-67.5
2022-07-16 01:24:06.921159,1.43,0.9,2.0,675,786,770,754,4.5,-67.5
2022-07-16 01:24:06.975162,1.44,0.9,2.0,676,782,767,754,4.5,-67.5
2022-07-16 01:24:07.073159,1.44,0.9,2.0,677,770,765,755,4.5,-67.5
2022-07-16 01:24:07.168161,1.44,0.9,2.0,681,759,764,753,4.5,-67.5
2022-07-16 01:24:07.262126,1.42,0.8,2.0,704,764,766,746,4.5,-67.5
2022-07-16 01:24:07.360159,1.42,0.9,2.0,724,760,764,737,4.5,-67.5
2022-07-16 01:24:07.455161,1.41,0.8,2.0,737,767,766,732,4.5,-67.5
2022-07-16 01:24:07.512162,1.4,0.8,2.0,743,774,767,729,4.5,-67.5
2022-07-16 01:24:07.569124,1.4,0.9,2.0,749,768,767,726,4.5,-67.5
2022-07-16 01:24:07.623152,1.4,0.9,2.0,753,757,767,723,4.5,-67.5
2022-07-16 01:24:07.680124,1.4,0.8,2.0,757,773,765,721,4.5,-67.5
2022-07-16 01:24:07.737156,1.4,0.8,2.0,760,767,765,719,4.5,-67.5
2022-07-16 01:24:07.790160,1.39,0.8,2.0,763,789,765,717,4.5,-67.5
2022-07-16 01:24:07.848124,1.38,0.8,2.0,768,795,766,716,4.5,-67.5
2022-07-16 01:24:07.905127,1.37,0.8,2.0,774,797,767,714,4.5,-67.5
2022-07-16 01:24:07.958165,1.37,0.8,2.0,779,788,767,710,4.5,-67.5
2022-07-16 01:24:08.015124,1.36,0.9,2.0,783,787,767,707,4.5,-67.5
2022-07-16 01:24:08.072167,1.36,0.8,2.0,786,775,768,706,4.5,-67.5
2022-07-16 01:24:08.126160,1.36,0.9,2.0,790,805,767,702,4.5,-67.5
2022-07-16 01:24:08.224124,1.35,0.8,2.0,796,823,766,697,4.5,-67.5
2022-07-16 01:24:08.319163,1.35,0.8,2.0,798,816,765,695,4.5,-67.5
2022-07-16 01:24:08.416160,1.35,0.8,2.0,800,792,764,694,4.5,-67.5
2022-07-16 01:24:08.511161,1.34,0.8,2.0,806,814,764,688,4.5,-67.5
2022-07-16 01:24:08.606124,1.34,0.8,2.0,809,816,762,685,4.5,-67.5
2022-07-16 01:24:08.663159,1.33,0.8,2.0,810,807,763,684,4.5,-67.5
2022-07-16 01:24:08.720136,1.33,0.9,2.0,811,793,762,683,4.5,-67.5
2022-07-16 01:24:08.773160,1.33,0.9,2.0,812,812,761,682,4.5,-67.5
2022-07-16 01:24:08.831127,1.32,0.8,2.0,814,814,761,679,4.5,-67.5
2022-07-16 01:24:08.888127,1.32,0.8,2.0,817,808,760,677,4.5,-67.5
2022-07-16 01:24:08.941127,1.32,0.8,2.0,819,803,758,675,4.5,-67.5
2022-07-16 01:24:08.998127,1.31,0.8,2.0,820,794,758,672,4.5,-67.5
2022-07-16 01:24:09.055374,1.3,0.8,2.0,823,819,757,669,4.5,-67.5
2022-07-16 01:24:09.109337,1.3,0.8,2.0,825,817,756,667,4.5,-67.5
2022-07-16 01:24:09.166335,1.3,0.8,2.0,827,812,756,665,4.5,-67.5
2022-07-16 01:24:09.223368,1.3,0.8,2.0,828,812,755,663,4.5,-67.5
2022-07-16 01:24:09.277335,1.29,0.8,2.0,829,774,755,662,4.5,-67.5
2022-07-16 01:24:09.375377,1.28,0.8,2.0,833,787,754,654,4.5,-67.5
2022-07-16 01:24:09.526588,1.29,0.8,2.0,834,840,756,651,4.5,-64.5
2022-07-16 01:24:09.678587,1.35,0.7,2.0,817,826,766,663,4.5,-61.5
2022-07-16 01:24:09.829552,1.41,0.9,2.0,791,798,778,676,4.5,-58.5
2022-07-16 01:24:09.924552,1.42,0.8,2.0,780,768,781,682,4.5,-58.5
2022-07-16 01:24:10.022587,1.42,0.8,2.0,782,771,780,680,4.5,-58.5
2022-07-16 01:24:10.116587,1.42,0.8,2.0,782,773,780,680,4.5,-58.5
2022-07-16 01:24:10.214554,1.42,0.9,2.0,785,774,780,678,4.5,-58.5
2022-07-16 01:24:10.268587,1.42,0.9,2.0,787,775,780,676,4.5,-58.5
2022-07-16 01:24:10.325587,1.41,0.8,2.0,790,776,780,674,4.5,-58.5
2022-07-16 01:24:10.382587,1.41,0.9,2.0,791,776,780,673,4.5,-58.5
2022-07-16 01:24:10.436759,1.41,0.8,2.0,790,776,780,673,4.5,-58.5
2022-07-16 01:24:10.493758,1.41,0.8,2.0,790,776,780,674,4.5,-58.5
2022-07-16 01:24:10.550762,1.41,0.9,2.0,789,776,779,674,4.5,-58.5
2022-07-16 01:24:10.604724,1.41,0.9,2.0,790,777,779,673,4.5,-58.5
2022-07-16 01:24:10.661758,1.41,0.8,2.0,792,777,779,672,4.5,-58.5
