0.097035,1.12,0.7,0.0
0.192,1.12,0.7,0.0
0.286034,1.12,0.7,0.0
0.384033,1.12,0.7,0.0
0.479,1.12,0.7,0.0
0.536,1.12,0.7,0.0
0.593035,1.12,0.7,0.0
0.647001,1.12,0.7,0.0
0.704,1.12,0.7,0.0
0.757033,1.12,0.7,0.0
0.814998,1.11,0.7,0.0
0.871998,1.1,0.7,0.0
0.924998,1.1,0.7,0.0
0.982001,1.11,0.7,0.0
1.039577,1.11,0.7,0.0
1.093576,1.12,0.7,0.0
1.150577,1.13,0.7,0.0
1.207606,1.14,0.7,0.0
1.261576,1.14,0.7,0.0
1.318576,1.14,0.8,2.0
1.375577,1.14,0.7,0.0
1.428609,1.14,0.7,0.0
1.485618,1.13,0.7,0.0
1.54261,1.12,0.7,0.0
1.596575,1.12,0.7,0.0
1.653576,1.12,0.7,0.0
1.710577,1.12,0.7,0.0
1.7646,1.12,0.7,0.0
1.82161,1.12,0.7,0.0
1.875574,1.12,0.7,0.0
1.932575,1.12,0.7,0.0
1.989577,1.12,0.8,0.0
2.043576,1.12,0.7,0.0
2.100615,1.11,0.7,0.0
2.157576,1.11,0.7,0.0
2.211576,1.11,0.7,0.0
2.268576,1.1,0.7,0.0
2.325577,1.1,0.7,0.0
2.379577,1.1,0.7,0.0
2.436576,1.1,0.7,0.0
2.493619,1.1,0.7,0.0
2.547577,1.1,0.7,0.0
2.604576,1.09,0.7,0.0
2.661578,1.09,0.7,0.0
2.715576,1.09,0.7,0.0
2.771576,1.09,0.7,0.0
2.829576,1.09,0.7,0.0
2.882577,1.08,0.7,0.0
2.939577,1.08,0.7,0.0
2.996577,1.08,0.6,0.0
3.05061,1.08,0.7,0.0
3.10761,1.08,0.7,0.0
3.161576,1.08,0.7,0.0
3.218615,1.08,0.7,0.0
3.275613,1.08,0.7,0.0
3.329574,1.08,0.6,0.0
3.386574,1.08,0.7,0.0
3.443574,1.08,0.7,0.0
3.497574,1.08,0.7,0.0
3.554574,1.08,0.6,0.0
3.611612,1.08,0.7,0.0
3.665578,1.08,0.6,0.0
3.722576,1.08,0.7,0.0
3.779763,1.08,0.7,0.0
3.832802,1.08,0.7,0.0
3.889798,1.08,0.6,0.0
3.947766,1.08,0.7,0.0
4.000766,1.08,0.7,0.0
4.057798,1.08,0.6,0.0
4.114798,1.08,0.7,0.0
4.168763,1.07,0.6,0.0
4.225764,1.07,0.6,0.0
4.279763,1.08,0.7,0.0
4.336799,1.08,0.7,0.0
4.393799,1.08,0.7,0.0
4.447764,1.08,0.7,0.0
4.504799,1.08,0.7,0.0
4.561801,1.08,0.7,0.0
4.615765,1.08,0.7,0.0
4.713763,1.08,0.7,0.0
4.807798,1.08,0.7,0.0
4.905766,1.07,0.7,0.0
5.000766,1.07,0.7,0.0
5.097801,1.06,0.7,0.0
5.151805,1.06,0.7,0.0
5.208803,1.06,0.7,0.0
5.262766,1.06,0.7,0.0
5.319799,1.06,0.6,0.0
5.376765,1.06,0.7,0.0
5.430765,1.06,0.6,0.0
5.487799,1.06,0.7,0.0
