-45,-40,0.0,543,588,407,690
-45,-35,0.0,460,408,0,454
-45,-30,0.0,513,494,65,523
-45,-25,0.0,531,522,110,550
-45,-20,0.0,550,547,165,576
-45,-15,0.0,565,568,207,597
-45,-10,0.0,574,579,231,609
-45,-5,0.0,580,588,269,619
-45,0,0.0,589,601,344,636
-45,5,0.0,592,605,377,643
-45,10,0.0,595,610,405,652
-45,15,0.0,598,613,428,664
-45,20,0.0,597,614,434,670
-45,25,0.0,595,613,438,677
-45,30,0.0,591,609,443,684
-45,35,0.0,586,606,439,689
-45,40,0.0,582,601,454,692
-45,45,0.0,571,592,454,697
-40,-45,0.0,562,585,452,698
-40,-40,0.0,436,380,0,443
-40,-35,0.0,487,466,0,507
-40,-30,0.0,513,508,50,544
-40,-25,0.0,533,535,97,569
-40,-20,0.0,546,553,120,587
-40,-15,0.0,562,574,156,608
-40,-10,0.0,569,583,192,618
-40,-5,0.0,574,591,244,627
-40,0,0.0,582,601,345,642
-40,5,0.0,585,605,380,650
-40,10,0.0,589,610,410,658
-40,15,0.0,590,611,430,668
-40,20,0.0,589,612,434,674
-40,25,0.0,587,610,442,681
-40,30,0.0,583,606,441,687
-40,35,0.0,577,601,445,692
-40,40,0.0,571,596,446,695
-40,45,0.0,559,587,444,698
-35,-45,0.0,539,580,440,700
-35,-40,0.0,448,410,0,470
-35,-35,0.0,491,484,18,528
-35,-30,0.0,517,523,48,563
-35,-25,0.0,532,543,73,582
-35,-20,0.0,546,562,76,600
-35,-15,0.0,558,577,125,617
-35,-10,0.0,564,586,187,627
-35,-5,0.0,569,592,252,636
-35,0,0.0,576,602,360,650
-35,5,0.0,578,604,388,657
-35,10,0.0,580,608,411,664
-35,15,0.0,581,609,417,674
-35,20,0.0,579,609,423,679
-35,25,0.0,576,606,425,685
-35,30,0.0,571,601,440,692
-35,35,0.0,564,596,442,695
-35,40,0.0,558,591,442,697
-35,45,0.0,533,579,434,699
-30,-45,0.0,461,572,420,700
-30,-40,0.0,458,433,0,493
-30,-35,0.0,495,496,19,543
-30,-30,0.0,518,531,45,574
-30,-25,0.0,532,549,57,591
-30,-20,0.0,544,565,56,606
-30,-15,0.0,556,580,126,624
-30,-10,0.0,562,588,197,633
-30,-5,0.0,566,593,273,642
-30,0,0.0,571,602,372,655
-30,5,0.0,573,604,398,660
-30,10,0.0,574,606,419,669
-30,15,0.0,573,605,426,678
-30,20,0.0,571,605,432,682
-30,25,0.0,567,601,431,688
-30,30,0.0,561,595,428,693
-30,35,0.0,554,589,429,696
-30,40,0.0,546,585,430,698
-30,45,0.0,481,573,431,700
-25,-45,0.0,339,564,425,700
-25,-40,0.0,466,454,0,515
-25,-35,0.0,498,508,20,557
-25,-30,0.0,521,540,37,587
-25,-25,0.0,533,555,38,602
-25,-20,0.0,543,569,43,615
-25,-15,0.0,553,583,141,631
-25,-10,0.0,558,590,222,640
-25,-5,0.0,563,594,296,648
-25,0,0.0,567,600,385,660
-25,5,0.0,567,603,408,667
-25,10,0.0,567,604,421,674
-25,15,0.0,565,603,429,682
-25,20,0.0,563,601,432,686
-25,25,0.0,558,597,428,691
-25,30,0.0,551,591,430,695
-25,35,0.0,542,584,432,698
-25,40,0.0,525,577,421,699
-25,45,0.0,381,565,425,700
-20,-45,0.0,206,556,419,698
-20,-40,0.0,476,478,21,540
-20,-35,0.0,506,526,24,579
-20,-30,0.0,523,549,26,601
-20,-25,0.0,534,563,25,614
-20,-20,0.0,543,574,64,626
-20,-15,0.0,551,586,188,640
-20,-10,0.0,556,591,270,649
-20,-5,0.0,558,595,329,655
-20,0,0.0,561,599,402,667
-20,5,0.0,561,600,416,672
-20,10,0.0,561,600,424,680
-20,15,0.0,557,598,430,686
-20,20,0.0,555,595,429,690
-20,25,0.0,549,591,429,694
-20,30,0.0,539,582,428,698
-20,35,0.0,519,575,421,699
-20,40,0.0,473,569,423,700
-20,45,0.0,244,556,415,699
