-30,-25,0.0,305,246,202,382
-30,-20,0.0,310,243,172,341
-30,-15,0.0,313,249,182,357
-30,-10,0.0,314,249,187,362
-30,-5,0.0,313,250,191,367
-30,0,0.0,307,248,197,376
-30,5,0.0,305,245,199,379
-30,10,0.0,299,242,202,385
-30,15,0.0,290,235,203,389
-30,20,0.0,285,232,204,390
-30,25,0.0,276,225,205,391
-30,30,0.0,264,217,204,392
-25,-30,0.0,255,210,200,392
-25,-25,0.0,308,241,168,336
-25,-20,0.0,311,247,176,349
-25,-15,0.0,312,251,182,358
-25,-10,0.0,312,253,187,367
-25,-5,0.0,311,255,191,372
-25,0,0.0,307,252,197,382
-25,5,0.0,305,252,200,386
-25,10,0.0,299,248,203,391
-25,15,0.0,291,241,205,396
-25,20,0.0,285,237,207,398
-25,25,0.0,277,230,205,397
-25,30,0.0,264,220,202,398
-20,-30,0.0,254,213,200,397
-20,-25,0.0,311,249,170,342
-20,-20,0.0,317,255,179,354
-20,-15,0.0,320,257,190,365
-20,-10,0.0,317,256,192,371
-20,-5,0.0,311,250,194,373
-20,0,0.0,308,250,201,382
-20,5,0.0,302,246,203,385
-20,10,0.0,298,243,207,391
-20,15,0.0,288,236,207,395
-20,20,0.0,283,232,209,396
-20,25,0.0,274,225,207,398
-20,30,0.0,260,215,203,395
-15,-30,0.0,249,206,200,394
-15,-25,0.0,321,250,179,345
-15,-20,0.0,325,257,187,358
-15,-15,0.0,325,259,195,369
-15,-10,0.0,325,262,200,377
-15,-5,0.0,327,264,205,384
-15,0,0.0,323,261,216,395
-15,5,0.0,319,263,220,403
-15,10,0.0,313,258,222,407
-15,15,0.0,303,250,221,409
-15,20,0.0,295,244,222,411
-15,25,0.0,284,235,219,411
-15,30,0.0,269,223,215,408
-10,-30,0.0,253,210,209,403
-10,-25,0.0,330,262,184,355
-10,-20,0.0,334,268,193,369
-10,-15,0.0,334,271,201,381
-10,-10,0.0,334,270,204,383
-10,-5,0.0,332,274,209,393
-10,0,0.0,331,275,220,407
-10,5,0.0,326,275,225,416
-10,10,0.0,320,269,229,420
-10,15,0.0,313,261,235,424
-10,20,0.0,306,254,237,426
-10,25,0.0,297,244,238,424
-10,30,0.0,286,237,236,427
-5,-30,0.0,273,228,229,425
-5,-25,0.0,355,281,198,369
-5,-20,0.0,358,286,207,380
-5,-15,0.0,353,281,213,385
-5,-10,0.0,350,278,215,388
-5,-5,0.0,344,275,215,389
-5,0,0.0,338,270,221,396
-5,5,0.0,335,270,222,401
-5,10,0.0,327,265,225,404
-5,15,0.0,316,256,227,407
-5,20,0.0,307,248,226,406
-5,25,0.0,294,236,223,405
-5,30,0.0,276,223,217,402
0,-30,0.0,263,210,212,395
0,-25,0.0,337,256,183,344
0,-20,0.0,341,263,195,359
0,-15,0.0,339,263,198,367
0,-10,0.0,338,263,204,372
0,-5,0.0,339,263,210,379
0,0,0.0,332,261,216,388
0,5,0.0,329,259,219,392
0,10,0.0,324,256,222,398
0,15,0.0,317,254,228,405
0,20,0.0,312,249,230,407
0,25,0.0,299,240,229,408
0,30,0.0,284,228,226,407
5,-30,0.0,271,218,223,404
5,-25,0.0,347,264,189,349
5,-20,0.0,351,269,199,363
5,-15,0.0,351,272,205,371
5,-10,0.0,348,271,208,378
5,-5,0.0,347,271,212,382
5,0,0.0,342,269,221,393
5,5,0.0,338,267,226,399
5,10,0.0,332,264,229,405
5,15,0.0,324,258,235,410
5,20,0.0,318,253,237,412
5,25,0.0,307,245,237,413
5,30,0.0,294,234,234,413
10,-30,0.0,274,219,228,408
10,-25,0.0,356,271,194,353
10,-20,0.0,358,276,203,367
10,-15,0.0,357,277,210,377
10,-10,0.0,355,276,215,384
10,-5,0.0,353,277,220,388
10,0,0.0,348,274,227,397
10,5,0.0,345,273,229,401
10,10,0.0,338,270,234,408
10,15,0.0,326,259,234,409
10,20,0.0,319,255,237,412
10,25,0.0,307,245,235,412
10,30,0.0,292,234,232,412
15,-30,0.0,275,220,224,407
15,-25,0.0,353,268,190,350
15,-20,0.0,356,272,201,362
15,-15,0.0,358,276,208,373
15,-10,0.0,359,279,216,383
15,-5,0.0,356,274,219,384
15,0,0.0,346,269,225,392
15,5,0.0,346,268,230,397
15,10,0.0,341,267,234,402
15,15,0.0,333,260,239,407
15,20,0.0,324,256,238,409
15,25,0.0,311,245,238,411
15,30,0.0,294,232,235,407
20,-30,0.0,282,223,232,408
20,-25,0.0,362,270,194,349
20,-20,0.0,365,276,204,363
20,-15,0.0,365,277,212,373
20,-10,0.0,364,278,218,380
20,-5,0.0,364,280,223,387
20,0,0.0,357,278,231,397
20,5,0.0,353,276,235,402
20,10,0.0,344,272,239,408
20,15,0.0,335,265,244,415
20,20,0.0,328,261,245,416
20,25,0.0,316,251,243,416
20,30,0.0,296,237,238,413
25,-30,0.0,282,224,236,413
25,-25,0.0,363,274,195,353
25,-20,0.0,365,279,204,364
25,-15,0.0,364,281,212,374
25,-10,0.0,361,278,215,378
25,-5,0.0,359,279,219,385
25,0,0.0,355,276,227,394
25,5,0.0,352,276,232,399
25,10,0.0,344,270,235,403
25,15,0.0,333,261,235,404
25,20,0.0,325,257,238,407
25,25,0.0,314,247,237,407
25,30,0.0,299,236,234,406
30,-30,0.0,284,224,231,405
30,-25,0.0,358,265,187,340
30,-20,0.0,362,272,196,353
30,-15,0.0,363,276,206,366
30,-10,0.0,364,279,214,376
30,-5,0.0,361,278,216,380
30,0,0.0,354,273,223,387
30,5,0.0,353,275,229,394
30,10,0.0,347,272,236,401
30,15,0.0,339,266,240,407
30,20,0.0,334,264,244,414
30,25,0.0,321,253,243,412
30,30,0.0,305,242,242,413
